#  orbital          term                           energy
         0	       3	     -0.06478301980180397
         0	       4	       0.5082034131156856
         0	       5	     0.012266224080971848
         0	       6	    -0.011589562820635923
         0	       7	    -0.011589562820635927
         0	       8	      -0.3704610173918854
         0	       9	     0.017325635551814513
         0	      10	      0.01732563555181452
         0	      11	     -0.14925363814590645
         0	      12	      0.17033648056309103
         0	      13	      0.01137734512820362
         0	      14	     0.011377345128203615
         0	      15	    -0.006868918699963209
         0	      16	   -0.0068689186999632045
         0	      17	     -0.01889918929280386
         0	      18	     -0.01889918929280386
         0	      19	    -0.015833050970233496
         0	      20	       0.5611836853652413
         0	      21	     -0.06074487502717861
         0	      22	      -0.0607448750271786
         1	       3	     -0.06478301980180397
         1	       4	       0.5082034131156873
         1	       5	     0.012266224080971845
         1	       6	    -0.011589562820635944
         1	       7	    -0.011589562820635944
         1	       8	     -0.37046101739188764
         1	       9	     0.017325635551814534
         1	      10	     0.017325635551814534
         1	      11	      -0.1492536381459062
         1	      12	       0.1703364805630912
         1	      13	     0.011377345128203611
         1	      14	     0.011377345128203613
         1	      15	   -0.0068689186999632106
         1	      16	    -0.006868918699963213
         1	      17	    -0.018899189292803844
         1	      18	    -0.018899189292803847
         1	      19	     -0.01583305097023351
         1	      20	       0.5611836853652461
         1	      21	    -0.060744875027179006
         1	      22	    -0.060744875027179006
         2	       3	      -0.0756709343208247
         2	       4	        0.335990195762091
         2	       5	     0.014174273957902788
         2	       6	    -0.006318282427749187
         2	       7	    -0.006318282427749187
         2	       8	     -0.20103932091189478
         2	       9	      0.01811344177019921
         2	      10	     0.018113441770199225
         2	      11	     -0.13838806191637287
         2	      12	       0.1554238995003189
         2	      13	     0.005806469812324362
         2	      14	     0.005806469812324365
         2	      15	    -0.003537774340096483
         2	      16	    -0.003537774340096484
         2	      17	    -0.017965372879241867
         2	      18	    -0.017965372879241867
         2	      19	     -0.01699276018625333
         2	      20	        0.254817604272008
         2	      21	     -0.03756339223592441
         2	      22	     -0.03756339223592441
         3	       3	      -0.0756709343208247
         3	       4	      0.33599019576209016
         3	       5	     0.014174273957902802
         3	       6	    -0.006318282427749196
         3	       7	    -0.006318282427749194
         3	       8	     -0.20103932091189378
         3	       9	     0.018113441770199225
         3	      10	     0.018113441770199232
         3	      11	     -0.13838806191637312
         3	      12	      0.15542389950031876
         3	      13	    0.0058064698123243596
         3	      14	     0.005806469812324359
         3	      15	   -0.0035377743400964805
         3	      16	   -0.0035377743400964805
         3	      17	     -0.01796537287924187
         3	      18	     -0.01796537287924187
         3	      19	    -0.016992760186253397
         3	      20	      0.25481760427200584
         3	      21	     -0.03756339223592429
         3	      22	    -0.037563392235924295
         4	       3	     -0.07567093432082471
         4	       4	      0.33599019576209005
         4	       5	     0.014174273957902809
         4	       6	   -0.0063182824277491795
         4	       7	   -0.0063182824277491795
         4	       8	     -0.20103932091189325
         4	       9	     0.018113441770199225
         4	      10	      0.01811344177019923
         4	      11	      -0.1383880619163729
